id,id_pokemon,type,gain,date,id_lieu
1,1,combat,50.674064146211705,2.122380525366898,384
2,3,combat,10.689498193853606,2.361440665174103,19
3,2,combat,5.0,3.2132337776558595,178
4,10,boulot,35.05466078392553,3.3785169984798253,211
5,7,combat,29.380969993804513,3.4388132306004677,85
6,1,boulot,15.0,4.083922435133523,537
7,14,combat,38.08740888276186,4.28567907499211,15
8,4,boulot,28.424583498228106,4.335767713055723,220
9,15,combat,44.97034628976884,4.522137881712933,30
10,1,boulot,75.68473694399056,4.582062230728342,394
11,14,boulot,15.0,4.626120370198313,395
12,4,combat,108.98767943289018,4.728733075163751,575
13,2,combat,20.573676653750645,4.801558612329198,532
14,13,combat,5.0,4.927010840035186,553
15,10,boulot,15.0,4.942746995833023,603
16,10,boulot,34.480435493757916,4.968684151200433,558
17,7,combat,79.86112249643723,5.129565540666235,485
18,2,boulot,31.47842567056047,5.368952134676395,250
19,5,combat,87.37651730848184,5.520055228301771,64
20,12,combat,119.83452080105359,5.594646554494101,532
21,13,boulot,19.86743750811484,5.644594967425704,607
22,14,combat,26.15081562607183,5.649134570193797,70
23,15,boulot,30.820602812150167,5.763720034965776,580
24,24,combat,25.74415709406815,5.910522038800191,489
25,11,combat,10.0,5.951018339528071,353
26,26,combat,51.461744996014204,5.978030474769632,24
27,7,combat,5.0,5.978847973071986,566
28,24,combat,82.66498210201839,6.260733349864017,6
29,5,combat,24.08728473730025,6.286660740333163,504
30,21,boulot,50.17730118118507,6.29294873470281,205
31,28,combat,5.0,6.295377376032878,433
32,20,boulot,101.27844059619929,6.359443804308542,87
33,17,boulot,21.350677387411547,6.412243647420938,497
34,3,combat,153.60582089520653,6.415519841334803,572
35,15,boulot,17.257087813455204,6.510061416080621,58
36,8,combat,45.210027352087664,6.711997037583744,385
37,27,boulot,15.084653240238529,6.728365572899764,519
38,25,combat,106.78232109878063,6.771426950677161,586
39,10,combat,9.525468389223473,6.810830883754057,122
40,22,boulot,57.973963371992184,6.887042219514216,609
41,15,combat,37.60840025813992,6.93658555330637,405
42,17,combat,80.54382260627068,6.937549331634884,182
43,15,boulot,70.482577074963,6.956800261099664,234
44,23,boulot,43.36004587293937,7.005006938144998,80
45,16,boulot,15.0,7.0196073687602585,613
46,12,combat,93.26745244372844,7.045411167841225,189
47,1,boulot,15.0,7.075192260679955,187
48,20,boulot,47.808416411865565,7.172503361395338,156
49,26,boulot,28.759337391966756,7.209177919603807,501
50,8,combat,10.0,7.321773145785051,67
51,22,boulot,60.38263916362606,7.322390095861801,594
52,35,boulot,38.67228104826498,7.371925241066338,413
53,21,boulot,25.0,7.394931167029136,564
54,3,combat,9.229311390144492,7.405136302083308,7
55,27,combat,36.046188482792836,7.456860322759493,495
56,24,combat,5.0,7.479858974284808,245
57,21,combat,44.10373622268068,7.4932037173263675,200
58,10,combat,5.0,7.51575324456574,609
59,22,combat,5.0,7.516434246304896,609
60,35,combat,69.4930496595558,7.547080805585719,14
61,1,boulot,16.352598119530516,7.547224060615816,501
62,6,boulot,93.76096221760898,7.574997708264119,397
63,27,boulot,30.689054702754625,7.599627693749714,533
64,3,combat,97.57359659108792,7.692972906630379,532
65,3,boulot,20.538217321466572,7.7070684683956605,548
66,30,boulot,15.0,7.718715235776719,554
67,8,combat,5.0,7.723607440731325,390
68,12,combat,88.1051527799492,7.784216985161004,499
69,22,boulot,107.07999604633434,7.8102084402399745,390
70,4,boulot,114.16278366663639,7.91340122249632,429
71,26,combat,57.34403566575378,7.931894411897143,354
72,2,boulot,26.205143990058847,7.982382860277877,25
73,28,combat,66.39064354572719,8.019790204563058,10
74,33,combat,19.35696501736053,8.050213962374919,618
75,24,combat,77.37491533167103,8.054708709290855,429
76,22,combat,5.0,8.066200510437334,610
77,14,combat,99.93310360192042,8.181761017999523,154
78,37,combat,5.0,8.186599132134363,101
79,32,boulot,21.85016430935706,8.223665754763854,388
80,28,combat,25.135838125380893,8.288616944605486,158
81,22,boulot,15.0,8.297156143131996,440
82,31,combat,37.16643792470404,8.372703586624965,596
83,20,boulot,58.98112921322672,8.414429625990381,576
84,4,boulot,15.0,8.451330609820744,401
85,26,combat,5.0,8.455713392571276,512
86,13,combat,29.222214392000026,8.518192100881718,557
87,26,combat,125.15699876249444,8.548222055284949,570
88,7,combat,89.02341003074244,8.608889698668047,8
89,4,boulot,41.568538242852085,8.621331172018467,397
90,31,combat,136.29566103925768,8.655377583965599,598
91,1,combat,5.0,8.668491949695706,5
92,31,combat,122.87408569624596,8.695586394065101,584
93,9,combat,127.73073365363204,8.73019072741966,526
94,1,boulot,40.163338161288095,8.765020819811744,535
95,10,combat,147.6218313833133,8.770039091517015,484
96,31,boulot,46.483549404879824,8.770135631288355,194
97,16,boulot,41.49871213480896,8.847839737070121,491
98,33,combat,33.568580511356,8.914998532345528,614
99,29,combat,22.981152237612505,8.948004534687296,573
100,41,boulot,56.83034056122784,8.954349395560586,177
101,32,boulot,36.36987233015484,9.012158712919497,544
102,12,combat,31.024150809962705,9.167555274719048,25
103,19,boulot,15.0,9.23888235107421,353
104,31,combat,98.53975764005693,9.310567955384478,568
105,19,combat,222.99529322405283,9.34815768330837,14
106,27,combat,23.943270471876794,9.366677819606807,163
107,23,boulot,42.4727418006366,9.383543809722283,597
108,31,combat,5.0,9.391407005230441,7
109,7,boulot,33.02786812993969,9.439132738510349,191
110,12,boulot,24.983919596430017,9.478339346721633,562
111,40,combat,187.732131903864,9.481992113270545,194
112,11,combat,44.82847883946616,9.574575936424928,148
113,26,combat,5.0,9.581791105250359,609
114,40,combat,33.86451919055434,9.586257512153049,84
115,27,boulot,69.3624473488901,9.58806304898551,181
116,8,boulot,54.575931139382426,9.674150120809013,5
117,14,combat,66.42185252314815,9.693253022422827,63
118,28,combat,5.0,9.770713299639928,511
119,22,boulot,82.55151525563151,9.77430296310072,121
120,23,combat,10.0,9.835907707708854,150
121,37,boulot,39.61223123533611,9.842775273683136,565
122,40,boulot,54.855604004398245,9.854108392410913,585
123,39,boulot,25.0,9.86948153663624,164
124,15,boulot,25.0,9.878394518821464,549
125,41,combat,5.0,9.907071470627503,13
126,5,combat,32.14865194185652,9.91343386874813,531
127,12,boulot,15.0,9.998141815963681,186
128,2,boulot,106.40019056140522,10.006747275317657,401
129,25,boulot,165.70289034536722,10.035963526452363,79
130,5,boulot,25.0,10.066526169385419,621
131,36,combat,71.78712664270954,10.193178790373398,73
132,27,combat,45.56711896457473,10.23685325373085,347
133,11,boulot,25.0,10.257276194563154,225
134,3,combat,10.979538814992925,10.30584948599678,352
135,4,boulot,56.66646203273631,10.338948095136535,191
136,19,boulot,38.77897060625227,10.342107327453814,391
137,35,combat,171.33396252338457,10.352400224945391,5
138,14,combat,90.9421929127792,10.492122111088099,390
139,27,combat,5.0,10.525411834488244,14
140,35,boulot,32.52798146672865,10.552041766416147,397
141,36,boulot,59.55302471339709,10.569627804309128,621
142,33,combat,60.84709472324111,10.625492256997834,588
143,41,combat,98.34381484729586,10.629403833094523,180
144,11,combat,5.0,10.650197675282506,554
145,18,boulot,15.0,10.688225753971661,415
146,36,boulot,15.0,10.729113305376938,153
147,2,combat,54.76555813378533,10.801441707226234,602
148,32,combat,37.98922150570233,10.8047187138094,161
149,44,combat,5.0,10.871205356790828,429
150,1,combat,162.99210007172508,10.87510846360806,224
151,24,combat,11.716328942868955,10.906523269102356,513
152,6,boulot,48.42464008130288,10.920361656819262,569
153,29,boulot,68.947812576379,10.996976708376907,400
154,6,combat,340.5627157026808,11.033890656198036,436
155,9,combat,5.0,11.04673678078311,387
156,10,boulot,40.934276967364696,11.067972228503237,507
157,38,combat,43.451014263783264,11.103337123047735,379
158,8,combat,167.2129512945515,11.168008240762214,593
159,22,combat,5.0,11.275525977319576,231
160,30,combat,131.31722355048777,11.395782224710722,250
161,20,combat,10.0,11.484421873770994,598
162,25,combat,10.572643983177237,11.546164621609055,532
163,36,combat,28.545405874203396,11.56348879710395,2
164,34,combat,58.23702880010277,11.569323419775273,515
165,13,boulot,25.0,11.595229280025277,30
166,6,combat,107.7600641174161,11.60589036538056,82
167,16,combat,228.05941366200963,11.60710918878581,598
168,29,combat,166.8837066877063,11.617178820580065,563
169,28,combat,10.0,11.622909092711176,564
170,34,combat,118.84785752075717,11.6586678042185,222
171,46,combat,240.11237313686348,11.673364460989221,435
172,24,combat,5.0,11.694855406506926,223
173,50,boulot,17.245154291518556,11.697405443921983,198
